customerID,gender,SeniorCitizen,Partner,tenure,Contract,MonthlyCharges,TotalCharges,InternetService,TechSupport,Churn,churn_probability,risk_segment
1698-XFZCI,Male,No,No,61,One year,107.75,6521.9,Fiber optic,No,0,0.18988919562775172,Low Risk
1877-HKBQX,Female,No,No,11,One year,54.6,617.85,DSL,Yes,0,0.058478794224110106,Low Risk
4450-DLLMH,Male,No,No,2,Month-to-month,71.3,157.75,Fiber optic,No,0,0.74250777265398,High Risk
0428-AXXLJ,Male,No,No,25,One year,19.5,516.3,No,No internet service,0,0.08296464302702819,Low Risk
2746-DIJLO,Female,No,No,41,One year,56.3,2364.0,DSL,No,0,0.07917868643099008,Low Risk
5955-ERIHD,Male,No,Yes,18,Month-to-month,94.7,1687.95,Fiber optic,No,1,0.7263953385310439,High Risk
0917-EZOLA,Male,Yes,Yes,72,Two year,104.15,7689.95,Fiber optic,No,1,0.17746707195318737,Low Risk
3508-VLHCZ,Female,No,Yes,71,Two year,90.55,6239.05,DSL,Yes,0,0.008013762138264269,Low Risk
4086-ATNFV,Female,No,Yes,34,One year,60.8,2042.05,DSL,No,0,0.019290918556684907,Low Risk
0468-YRPXN,Male,No,No,29,Month-to-month,98.8,2807.1,Fiber optic,Yes,0,0.3996296265151237,Low Risk
5996-NRVXR,Male,Yes,Yes,40,One year,98.15,4116.8,Fiber optic,Yes,0,0.03127659838039245,Low Risk
3739-YBWAB,Male,No,Yes,36,One year,35.35,1317.95,DSL,No,0,0.036663411838928746,Low Risk
7047-FWEYA,Female,No,Yes,46,One year,103.15,4594.65,Fiber optic,Yes,0,0.23838865488771038,Low Risk
2000-MPKCA,Female,No,No,58,One year,107.75,6332.75,Fiber optic,No,0,0.22826672267092862,Low Risk
9762-YAQAA,Male,No,No,39,One year,81.4,3213.75,Fiber optic,No,0,0.16700911476796235,Low Risk
5949-EBSQK,Male,No,Yes,4,Month-to-month,61.45,229.55,DSL,Yes,1,0.29875562578713993,Low Risk
5473-KHBPS,Female,No,Yes,52,One year,95.7,4976.15,Fiber optic,No,0,0.1451604448203084,Low Risk
0100-DUVFC,Male,Yes,Yes,70,One year,104.8,7308.95,Fiber optic,No,0,0.27671022450949845,Low Risk
5397-TUPSH,Male,Yes,Yes,65,One year,70.95,4555.2,Fiber optic,No,0,0.15196594236792862,Low Risk
8950-MTZNV,Male,No,No,1,Month-to-month,44.95,44.95,DSL,No,0,0.6396907721321176,Medium Risk
0326-VDYXE,Female,No,Yes,70,One year,97.65,6982.5,Fiber optic,No,0,0.324444445086737,Low Risk
6773-LQTVT,Female,Yes,Yes,29,Month-to-month,35.65,1025.15,DSL,No,0,0.1536021311284224,Low Risk
7274-RTAPZ,Male,No,No,1,Month-to-month,90.55,90.55,Fiber optic,No,1,0.9490288337684909,High Risk
0436-TWFFZ,Female,No,No,67,Two year,85.25,5714.2,DSL,Yes,0,0.01928934353630529,Low Risk
8566-YPRGL,Female,No,No,1,Month-to-month,19.5,19.5,No,No internet service,0,0.44907897166918,Medium Risk
0311-UNPFF,Female,No,No,26,Month-to-month,88.8,2274.35,Fiber optic,No,1,0.7766501892811715,High Risk
6609-MXJHJ,Female,No,Yes,30,Two year,25.1,789.55,No,No internet service,0,0.013576065658575769,Low Risk
2669-OIDSD,Female,No,Yes,48,Month-to-month,100.05,4834.0,Fiber optic,Yes,0,0.3935993888489471,Low Risk
8400-WZICQ,Female,No,Yes,55,Month-to-month,55.7,3131.8,DSL,No,0,0.04258035584951414,Low Risk
3834-XUIFC,Male,No,No,7,Month-to-month,85.2,602.55,Fiber optic,No,1,0.7064912098041802,High Risk
9576-SYUHJ,Male,No,No,37,Month-to-month,91.15,3369.25,Fiber optic,No,0,0.5345998731179742,Medium Risk
0410-IPFTY,Female,No,Yes,31,Month-to-month,83.85,2674.15,Fiber optic,No,0,0.5412970501165257,Medium Risk
2831-EBWRN,Male,No,No,4,Month-to-month,45.9,199.75,DSL,No,0,0.5735929322400806,Medium Risk
9430-NKQLY,Male,No,Yes,72,Two year,25.1,1790.8,No,No internet service,0,0.0014640171110193495,Low Risk
8414-MYSHR,Male,Yes,No,5,Month-to-month,91.4,449.75,Fiber optic,No,1,0.8341653348953267,High Risk
0247-SLUJI,Male,No,Yes,1,Month-to-month,19.7,19.7,No,No internet service,0,0.2370800568388237,Low Risk
9402-ORRAH,Female,Yes,No,15,Month-to-month,91.5,1400.3,Fiber optic,No,0,0.7774093367262788,High Risk
6483-OATDN,Male,No,Yes,8,Month-to-month,51.3,411.6,DSL,No,0,0.1631546943013724,Low Risk
1293-HHSHJ,Female,No,No,35,One year,21.1,741.0,No,No internet service,0,0.03536206576039931,Low Risk
4840-ORQXB,Female,Yes,No,56,Month-to-month,104.75,5841.35,Fiber optic,No,0,0.6415981578182973,Medium Risk
7599-FKVXZ,Male,No,Yes,42,Month-to-month,106.15,4512.7,Fiber optic,Yes,1,0.660574129918708,Medium Risk
3982-DQLUS,Male,Yes,Yes,65,Month-to-month,85.75,5688.45,Fiber optic,No,0,0.14275658135119706,Low Risk
8610-ZIKJJ,Female,No,Yes,2,One year,20.3,31.9,No,No internet service,0,0.11716527378528294,Low Risk
3756-VNWDH,Male,Yes,Yes,65,One year,100.75,6674.65,Fiber optic,No,0,0.23979048135010397,Low Risk
7801-KICAO,Female,No,No,18,Month-to-month,74.15,1345.75,Fiber optic,No,0,0.6844255718575067,Medium Risk
7673-LPRNY,Female,No,No,23,One year,78.55,1843.05,DSL,No,0,0.15247235805642018,Low Risk
8229-TNIQA,Female,No,No,4,Month-to-month,45.3,196.95,DSL,No,1,0.5082145137069202,Medium Risk
6060-QBMGV,Male,No,Yes,70,Two year,19.85,1433.8,No,No internet service,0,0.0014338563300180865,Low Risk
7339-POGZN,Female,No,No,4,Month-to-month,50.7,214.55,DSL,No,0,0.6867241801670086,Medium Risk
2828-SLQPF,Male,No,No,19,Month-to-month,45.0,865.85,DSL,No,0,0.45518918298567185,Medium Risk
4465-VDKIQ,Female,No,No,18,Month-to-month,77.8,1358.6,Fiber optic,No,0,0.4688623749156155,Medium Risk
2921-XWDJH,Female,Yes,Yes,38,Month-to-month,83.45,3147.15,Fiber optic,No,0,0.33775675725111326,Low Risk
6221-AVQYL,Male,No,No,2,Month-to-month,73.25,131.05,Fiber optic,No,1,0.8074689853291306,High Risk
2558-BUOZZ,Male,No,No,47,One year,94.8,4535.85,Fiber optic,No,0,0.21441231840384795,Low Risk
9257-AZMTZ,Female,No,Yes,52,Two year,20.1,1078.75,No,No internet service,0,0.0067281425814448926,Low Risk
0003-MKNFE,Male,No,No,9,Month-to-month,59.9,542.4,DSL,No,0,0.4814014126132514,Medium Risk
0975-UYDTX,Female,No,Yes,26,One year,90.1,2312.55,DSL,Yes,0,0.045797131475931695,Low Risk
7743-EXURX,Male,No,Yes,8,Month-to-month,51.05,415.05,DSL,No,1,0.3375468171531041,Low Risk
4682-BLBUC,Male,No,Yes,44,One year,70.95,3250.45,DSL,Yes,0,0.03756226317050241,Low Risk
0975-VOOVL,Female,No,No,3,Month-to-month,29.2,98.5,DSL,No,0,0.546351735069906,Medium Risk
5968-VXZLG,Male,No,No,2,Month-to-month,46.6,87.9,DSL,No,0,0.7841505023150953,High Risk
5569-KGJHX,Female,No,Yes,9,Month-to-month,85.35,754.65,Fiber optic,No,1,0.7812498655111767,High Risk
4988-IQIGL,Male,Yes,No,1,Month-to-month,75.35,75.35,Fiber optic,No,1,0.9173582332723752,High Risk
5201-FRKKS,Male,No,No,25,Month-to-month,74.3,1952.25,Fiber optic,No,0,0.4002260663898358,Medium Risk
9799-CAYJJ,Female,Yes,Yes,2,Month-to-month,69.3,153.8,Fiber optic,No,0,0.7952248697900773,High Risk
7730-IUTDZ,Male,No,No,43,Month-to-month,75.2,3198.6,Fiber optic,No,1,0.2998410738826189,Low Risk
0426-TIRNE,Female,No,No,1,Month-to-month,20.9,20.9,No,No internet service,1,0.47668990646182063,Medium Risk
5443-SCMKX,Female,No,Yes,58,One year,94.3,5610.15,Fiber optic,No,0,0.23301369610814968,Low Risk
8295-KMENE,Female,No,Yes,59,Two year,76.45,4519.5,DSL,Yes,0,0.008203414283125085,Low Risk
6738-ISCBM,Male,No,No,44,One year,54.0,2440.25,DSL,No,0,0.09800897287748128,Low Risk
9821-BESNZ,Male,No,No,66,One year,104.25,6860.6,Fiber optic,Yes,0,0.23742347582969833,Low Risk
3678-MNGZX,Male,No,Yes,68,Two year,19.95,1377.7,No,No internet service,0,0.0023054292996071662,Low Risk
1335-NTIUC,Male,No,No,9,Month-to-month,24.95,190.25,DSL,No,0,0.6679148132265668,Medium Risk
2916-BQZLN,Male,No,No,19,Month-to-month,84.75,1651.95,Fiber optic,No,0,0.4465058913448925,Medium Risk
4558-CGYCZ,Male,No,No,4,Month-to-month,19.75,78.3,No,No internet service,0,0.288809406153378,Low Risk
2368-GAKKQ,Female,No,No,70,Two year,113.65,7939.25,Fiber optic,Yes,0,0.1252621173326552,Low Risk
8710-YGLWG,Male,No,No,1,Month-to-month,44.9,44.9,DSL,No,0,0.638172087498011,Medium Risk
3199-XGZCY,Female,No,No,8,Month-to-month,75.25,576.7,Fiber optic,No,0,0.8053167609851751,High Risk
3785-KTYSH,Male,No,No,53,Two year,24.6,1279.0,No,No internet service,0,0.006162425916539341,Low Risk
6814-ZPWFQ,Male,Yes,No,51,One year,25.0,1260.7,No,No internet service,0,0.03223636236925478,Low Risk
4063-EIKNQ,Male,No,Yes,11,Month-to-month,20.95,267.35,No,No internet service,0,0.23123025759213656,Low Risk
6993-YCOBK,Male,No,Yes,60,Two year,110.6,6586.85,Fiber optic,Yes,0,0.0628765900692372,Low Risk
5206-HPJKM,Male,No,No,17,Month-to-month,55.5,934.15,DSL,No,0,0.13918743337034148,Low Risk
7587-RZNME,Male,No,No,3,Month-to-month,43.3,123.65,DSL,No,1,0.5780951022830946,Medium Risk
0748-RDGGM,Male,No,Yes,70,One year,109.5,7534.65,Fiber optic,Yes,1,0.12869220035077658,Low Risk
8393-JMVMB,Male,No,No,1,Month-to-month,19.45,19.45,No,No internet service,0,0.3697052778418064,Low Risk
5019-GQVCR,Male,Yes,No,43,Month-to-month,84.85,3645.6,Fiber optic,No,0,0.5962599917924822,Medium Risk
6036-TTFYU,Female,No,Yes,16,Month-to-month,19.6,314.45,No,No internet service,0,0.16358632224710817,Low Risk
2550-AEVRU,Female,No,Yes,57,One year,53.45,3053.0,DSL,No,0,0.010111109763744571,Low Risk
0969-RGKCU,Male,No,Yes,37,One year,19.8,677.05,No,No internet service,0,0.011395417638428927,Low Risk
0378-CJKPV,Female,No,Yes,72,Two year,112.1,7965.95,Fiber optic,Yes,0,0.036591061499873394,Low Risk
4706-AXVKM,Female,Yes,No,11,Month-to-month,84.8,906.85,Fiber optic,No,1,0.7090260779581571,High Risk
5889-JTMUL,Female,Yes,Yes,50,Month-to-month,95.05,4888.7,Fiber optic,No,1,0.5046986137176694,Medium Risk
9026-RNUJS,Male,Yes,No,5,Month-to-month,50.35,237.25,DSL,No,1,0.524579574727839,Medium Risk
3746-EUBYR,Male,No,Yes,1,Month-to-month,74.6,74.6,Fiber optic,No,1,0.9262792494034869,High Risk
2332-EFBJY,Male,No,No,16,Month-to-month,19.7,342.4,No,No internet service,1,0.16446262089447405,Low Risk
2880-FPNAE,Male,Yes,Yes,2,Month-to-month,74.2,140.1,Fiber optic,No,0,0.7668941174361227,High Risk
1703-MGIAB,Female,No,No,17,Month-to-month,69.0,1108.0,DSL,Yes,0,0.34074748905402524,Low Risk
4311-QTTAI,Female,No,No,16,One year,19.35,295.55,No,No internet service,0,0.07497545857447648,Low Risk
9474-PHLYD,Female,No,No,15,Month-to-month,59.45,892.65,DSL,No,1,0.49737110866170203,Medium Risk
4318-RAJVY,Female,No,No,10,One year,19.8,198.25,No,No internet service,0,0.11099063211635159,Low Risk
2165-VOEGB,Female,No,No,46,One year,105.2,4822.85,Fiber optic,Yes,1,0.14718564905959658,Low Risk
3612-YUNGG,Male,No,Yes,64,Two year,109.2,6741.15,Fiber optic,Yes,0,0.0457021739958106,Low Risk
2254-DLXRI,Female,No,No,1,Month-to-month,79.15,79.15,Fiber optic,No,0,0.8621595958412541,High Risk
5062-CJJKH,Male,No,Yes,25,One year,53.65,1355.45,DSL,No,0,0.02546698721381086,Low Risk
9028-LIHRP,Male,No,Yes,71,Two year,100.2,7209.0,Fiber optic,Yes,0,0.010909083554969695,Low Risk
2219-MVUSO,Male,No,No,8,Month-to-month,45.15,438.4,DSL,No,1,0.3187076243346226,Low Risk
1053-MXTTK,Female,No,Yes,72,Two year,108.65,7726.35,Fiber optic,Yes,0,0.04484183950421474,Low Risk
1530-ZTDOZ,Female,No,Yes,49,Month-to-month,40.65,2070.75,DSL,No,0,0.23864594858451021,Low Risk
1301-LOPVR,Male,No,Yes,29,One year,55.35,1636.95,DSL,Yes,0,0.020554713141713025,Low Risk
0853-TWRVK,Male,No,Yes,72,Two year,105.6,7581.5,Fiber optic,Yes,0,0.05846275306327429,Low Risk
8914-RBTSB,Male,No,Yes,31,Month-to-month,93.8,3019.5,Fiber optic,No,1,0.4423489522706763,Medium Risk
6212-ATMLK,Female,No,No,50,Month-to-month,95.7,4729.75,Fiber optic,No,0,0.7661881527250991,High Risk
8200-LGKSR,Male,No,Yes,71,Two year,83.2,6126.1,DSL,Yes,0,0.012089820589147785,Low Risk
1568-BEKZM,Male,Yes,Yes,70,Two year,90.05,6333.4,DSL,Yes,0,0.007703629719686355,Low Risk
0670-ANMUU,Male,No,No,71,One year,97.65,6687.85,Fiber optic,Yes,0,0.11302051333058417,Low Risk
6897-RWMUB,Male,No,Yes,61,Two year,68.05,4158.25,DSL,Yes,0,0.006199659423490276,Low Risk
0963-ZBDRN,Male,No,No,32,Month-to-month,96.2,3183.4,Fiber optic,Yes,1,0.5590518940799164,Medium Risk
7594-RQHXR,Female,No,No,1,Month-to-month,79.6,79.6,Fiber optic,No,1,0.9009401891740073,High Risk
6999-CHVCF,Male,No,No,68,Two year,102.1,7149.35,Fiber optic,No,0,0.13445153668509746,Low Risk
6134-KWTBV,Male,No,No,62,Two year,23.4,1429.65,No,No internet service,0,0.007441818806343476,Low Risk
1077-HUUJM,Female,No,No,7,Month-to-month,71.05,472.65,Fiber optic,No,0,0.7017043440676052,High Risk
6331-EWIEB,Male,No,No,20,Month-to-month,85.25,1734.5,Fiber optic,No,1,0.7076343496200752,High Risk
0895-LNKRC,Male,No,Yes,6,One year,19.45,113.5,No,No internet service,0,0.054891605451947344,Low Risk
2045-BMBTJ,Female,Yes,No,33,Month-to-month,59.45,1884.65,DSL,No,0,0.3959791882399572,Low Risk
8417-GSODA,Male,No,Yes,28,One year,92.2,2568.15,Fiber optic,No,0,0.31575448422557906,Low Risk
5171-EPLKN,Male,No,No,27,Two year,19.85,470.0,No,No internet service,0,0.01696658055743761,Low Risk
4452-QIIEB,Male,No,No,7,Month-to-month,43.9,278.4,DSL,No,0,0.39147581662166975,Low Risk
5998-VVEJY,Male,No,No,26,Month-to-month,80.5,2088.8,Fiber optic,Yes,1,0.49847633468700475,Medium Risk
1624-NALOJ,Male,Yes,No,5,Month-to-month,89.8,502.6,Fiber optic,No,1,0.6602754832774755,Medium Risk
6741-EGCBI,Male,Yes,No,30,Month-to-month,90.5,2595.85,Fiber optic,No,0,0.42072785559430925,Medium Risk
7820-ZYGNY,Male,No,No,63,One year,90.45,5825.5,Fiber optic,No,0,0.16264401818171997,Low Risk
4317-VTEOA,Male,No,No,1,Month-to-month,50.75,50.75,DSL,No,1,0.6929072362780349,Medium Risk
9677-AVKED,Female,No,No,53,One year,84.6,4449.75,DSL,Yes,0,0.06302417622343681,Low Risk
1670-SVOWZ,Female,No,Yes,14,Month-to-month,89.65,1208.35,Fiber optic,Yes,1,0.27070750793419446,Low Risk
2227-JRSJX,Female,No,No,21,Month-to-month,99.15,1956.4,Fiber optic,Yes,0,0.6546695629403654,Medium Risk
9847-HNVGP,Male,No,No,17,One year,19.95,310.6,No,No internet service,0,0.06204580242554517,Low Risk
6696-YDAYZ,Male,No,Yes,16,Two year,20.5,290.55,No,No internet service,0,0.016943223871556744,Low Risk
8980-WQFWL,Female,No,No,35,Month-to-month,62.1,2096.1,DSL,No,0,0.43461276121995246,Medium Risk
1730-ZMAME,Female,Yes,No,32,Month-to-month,79.5,2665.0,Fiber optic,No,0,0.5748054107096394,Medium Risk
6506-EYCNH,Female,No,Yes,28,Month-to-month,19.55,543.8,No,No internet service,0,0.1378862733208467,Low Risk
4634-JLRJT,Female,No,No,1,Month-to-month,20.35,20.35,No,No internet service,0,0.4768960535625952,Medium Risk
9501-UKKNL,Male,No,No,59,Month-to-month,51.7,3005.8,DSL,Yes,0,0.25342171607999964,Low Risk
2560-QTSBS,Female,No,Yes,72,One year,23.3,1623.15,No,No internet service,0,0.007216438000856734,Low Risk
7541-YLXCL,Male,No,No,36,One year,65.4,2498.4,DSL,Yes,1,0.03867479810001459,Low Risk
4795-WRNVT,Female,No,No,40,Month-to-month,65.1,2586.0,DSL,No,0,0.11227206276181549,Low Risk
6080-TCMYC,Male,No,Yes,40,Month-to-month,81.2,3292.3,Fiber optic,No,0,0.39509373511610224,Low Risk
0260-ZDLGK,Female,No,No,9,Month-to-month,72.9,651.4,DSL,Yes,1,0.22294962358860068,Low Risk
7860-UXCRM,Male,No,Yes,63,Two year,74.5,4674.55,DSL,Yes,0,0.0021423104173725386,Low Risk
6357-JJPQT,Female,No,No,3,Month-to-month,80.5,232.35,Fiber optic,No,0,0.8787445267244428,High Risk
2292-XQWSV,Male,No,Yes,40,One year,60.3,2448.5,DSL,Yes,0,0.03626779971760965,Low Risk
9552-TGUZV,Male,No,Yes,8,Month-to-month,75.0,658.1,Fiber optic,No,0,0.2996122626605027,Low Risk
5913-INRQV,Male,Yes,Yes,34,One year,90.15,3128.8,Fiber optic,Yes,0,0.05872024680216562,Low Risk
8722-NGNBH,Male,No,No,5,Month-to-month,40.0,223.45,DSL,Yes,1,0.24013856747455764,Low Risk
6210-KBBPI,Male,Yes,No,9,Month-to-month,99.45,919.4,Fiber optic,No,1,0.6001087021087291,Medium Risk
9643-YBLUR,Male,No,Yes,9,Month-to-month,69.05,653.95,DSL,No,0,0.28577372944462015,Low Risk
8734-FNWVH,Male,No,Yes,31,Month-to-month,59.7,1825.5,DSL,No,0,0.3263103837667831,Low Risk
9447-YPTBX,Female,No,Yes,50,One year,19.85,943.1,No,No internet service,0,0.02743744747302448,Low Risk
0133-BMFZO,Female,No,No,2,Month-to-month,86.25,181.65,Fiber optic,Yes,1,0.5819461979810379,Medium Risk
6128-CZOMY,Female,No,No,1,Month-to-month,45.65,45.65,DSL,No,1,0.7956914198294277,High Risk
9540-JYROE,Male,No,No,8,Month-to-month,70.1,551.35,Fiber optic,No,1,0.6256577322835787,Medium Risk
9026-LHEVG,Female,No,No,9,Month-to-month,40.75,359.4,DSL,No,0,0.6735848606486015,Medium Risk
2260-USTRB,Female,Yes,No,2,Month-to-month,70.2,115.95,Fiber optic,No,1,0.9314644611332307,High Risk
3656-TKRVZ,Female,No,No,3,Month-to-month,55.35,165.2,DSL,No,1,0.4186075519264418,Medium Risk
7011-CVEUC,Male,No,Yes,25,Month-to-month,95.7,2338.35,Fiber optic,Yes,0,0.4327716772044577,Medium Risk
6185-TASNN,Male,Yes,No,1,Month-to-month,46.3,46.3,DSL,No,0,0.7376332909183819,High Risk
7925-PNRGI,Female,No,Yes,45,Month-to-month,81.3,3541.1,DSL,Yes,0,0.05033633540545751,Low Risk
8623-TMRBY,Male,Yes,Yes,51,Month-to-month,84.2,4146.05,Fiber optic,No,1,0.23290430410035898,Low Risk
1552-CZCLL,Female,No,Yes,55,Month-to-month,20.0,1087.25,No,No internet service,0,0.017434253227101123,Low Risk
3038-PQIUY,Female,No,No,38,Month-to-month,66.15,2522.4,DSL,No,0,0.25155357303287573,Low Risk
1501-SGHBW,Male,No,No,2,Month-to-month,45.85,81.0,DSL,No,1,0.5981899129105458,Medium Risk
9313-CDOGY,Male,No,Yes,38,Month-to-month,19.6,717.3,No,No internet service,0,0.04699676466754724,Low Risk
8148-BPLZQ,Male,No,No,34,Month-to-month,49.8,1734.2,DSL,No,0,0.18565393579498782,Low Risk
2623-DRYAM,Female,No,Yes,70,One year,101.75,7069.3,Fiber optic,No,0,0.4725539809267281,Medium Risk
9987-LUTYD,Female,No,No,13,One year,55.15,742.9,DSL,Yes,0,0.05266359686698226,Low Risk
3208-YPIOE,Male,No,No,39,Month-to-month,75.25,3017.65,Fiber optic,No,1,0.5179199230639783,Medium Risk
4488-KQFDT,Female,No,No,61,One year,103.95,6423.0,Fiber optic,No,0,0.3759191986353557,Low Risk
2612-RANWT,Female,No,No,12,Month-to-month,100.15,1164.3,Fiber optic,No,1,0.879397462202805,High Risk
5693-PIPCS,Male,No,No,41,Two year,99.65,4220.35,Fiber optic,Yes,0,0.06230279917128238,Low Risk
0491-KAPQG,Male,No,No,21,Month-to-month,73.7,1558.7,Fiber optic,No,0,0.5965165333158944,Medium Risk
1925-LFCZZ,Male,Yes,No,55,One year,50.05,2743.45,DSL,No,0,0.17210236667431678,Low Risk
8039-EQPIM,Male,No,Yes,69,Two year,60.25,4055.5,DSL,Yes,0,0.01881311372467476,Low Risk
6900-PXRMS,Male,Yes,Yes,26,Month-to-month,105.75,2710.25,Fiber optic,No,1,0.49478500503752826,Medium Risk
8707-RMEZH,Female,Yes,Yes,69,One year,87.3,6055.55,Fiber optic,No,0,0.03964089706106473,Low Risk
3346-BRMIS,Female,Yes,Yes,18,Month-to-month,48.35,810.7,DSL,No,1,0.6000295124359658,Medium Risk
3209-ZPKFI,Male,No,Yes,47,Month-to-month,54.25,2538.2,DSL,No,0,0.08852675361450235,Low Risk
6479-VDGRK,Female,No,Yes,72,Two year,85.3,6129.2,DSL,Yes,0,0.0099731540691092,Low Risk
9373-WSLOY,Male,Yes,Yes,33,Month-to-month,50.0,1750.85,DSL,Yes,0,0.17781625356571915,Low Risk
2933-FILNV,Female,No,Yes,2,Month-to-month,24.4,36.55,DSL,No,1,0.598361777230286,Medium Risk
3569-JFODW,Female,No,Yes,72,Two year,90.95,6652.45,DSL,Yes,0,0.007741874427741507,Low Risk
9819-FBNSV,Male,Yes,Yes,37,Month-to-month,72.25,2575.45,Fiber optic,No,0,0.5596875148732195,Medium Risk
9544-PYPSJ,Female,Yes,Yes,62,Month-to-month,96.1,6019.35,Fiber optic,No,0,0.3042884742962693,Low Risk
1591-XWLGB,Female,No,Yes,71,Two year,19.85,1379.6,No,No internet service,0,0.0017539927374586799,Low Risk
0396-UKGAI,Male,No,No,23,Month-to-month,55.3,1284.2,DSL,Yes,0,0.1653974371814698,Low Risk
3243-ZHOHY,Female,No,No,16,One year,20.1,296.15,No,No internet service,0,0.08338831903083502,Low Risk
5186-EJEGL,Male,No,No,9,Month-to-month,69.5,653.25,DSL,Yes,0,0.15122885672280179,Low Risk
7527-QNRUS,Male,No,Yes,17,Two year,25.15,412.6,No,No internet service,0,0.021345581816167063,Low Risk
9986-BONCE,Female,No,No,4,Month-to-month,20.95,85.5,No,No internet service,1,0.5680492606363374,Medium Risk
2722-JMONI,Female,Yes,Yes,1,Month-to-month,49.55,49.55,DSL,No,1,0.5739294304096527,Medium Risk
2203-GHNWN,Female,No,Yes,24,Month-to-month,79.65,1928.7,Fiber optic,No,0,0.48427026712584453,Medium Risk
3878-AVSOQ,Female,Yes,No,1,Month-to-month,71.25,71.25,Fiber optic,No,0,0.9181268590171427,High Risk
3258-SYSWS,Male,Yes,No,72,Two year,113.8,7845.8,Fiber optic,Yes,0,0.08964384036355934,Low Risk
5296-PSYVW,Female,No,Yes,72,Two year,24.55,1750.7,No,No internet service,0,0.0039057749682852036,Low Risk
6319-QSUSR,Female,No,No,11,Month-to-month,19.7,216.2,No,No internet service,0,0.17297563079350617,Low Risk
4083-EUGRJ,Male,No,No,9,Month-to-month,20.25,178.5,No,No internet service,1,0.23621432806187617,Low Risk
7579-OOPEC,Female,Yes,Yes,2,Month-to-month,50.15,115.1,DSL,No,1,0.38746201734709146,Low Risk
0512-FLFDW,Female,Yes,Yes,60,One year,100.5,6029.0,Fiber optic,No,0,0.31449876341415284,Low Risk
1771-OADNZ,Male,Yes,Yes,29,Month-to-month,95.9,2745.2,Fiber optic,No,1,0.5335531555149741,Medium Risk
0487-CRLZF,Female,No,No,49,Two year,74.45,3721.9,DSL,Yes,0,0.05632034682485318,Low Risk
2107-FBPTK,Female,Yes,No,30,Month-to-month,104.1,3121.1,Fiber optic,No,0,0.6661881452095064,Medium Risk
9451-WLYRI,Female,No,Yes,53,One year,19.05,990.45,No,No internet service,0,0.008843859341313483,Low Risk
8219-VYBVI,Male,No,No,39,Two year,25.0,1004.35,No,No internet service,0,0.008010836395407688,Low Risk
1991-VOPLL,Female,No,No,9,Month-to-month,19.05,157.65,No,No internet service,0,0.26345342877883254,Low Risk
9738-QLWTP,Male,No,No,39,One year,81.9,3219.75,Fiber optic,Yes,0,0.15999955945227742,Low Risk
1016-DJTSV,Male,Yes,No,8,Month-to-month,69.7,572.85,Fiber optic,No,0,0.6714242810732006,Medium Risk
9419-IPPBE,Female,No,Yes,51,One year,90.15,4554.85,Fiber optic,No,0,0.2417899713907305,Low Risk
0174-QRVVY,Male,No,Yes,71,Two year,25.35,1847.55,No,No internet service,0,0.001478267981334773,Low Risk
5699-BNCAS,Male,Yes,No,71,Two year,24.65,1766.75,No,No internet service,0,0.0025604734822347475,Low Risk
2900-PHPLN,Female,Yes,Yes,70,Two year,19.55,1462.05,No,No internet service,0,0.001726884290259684,Low Risk
0612-RTZZA,Female,Yes,No,1,Month-to-month,25.25,25.25,DSL,No,1,0.8197941327018733,High Risk
8106-GWQOK,Male,No,Yes,38,Two year,60.0,2193.2,DSL,Yes,0,0.03690642672887195,Low Risk
8751-EDEKA,Female,No,Yes,28,Month-to-month,89.9,2433.5,Fiber optic,No,0,0.3902336241481526,Low Risk
6878-GGDWG,Female,No,Yes,32,Month-to-month,19.4,641.15,No,No internet service,0,0.1536190400202281,Low Risk
4039-PIMHX,Male,Yes,Yes,49,Two year,49.8,2398.4,DSL,No,0,0.008928988919081669,Low Risk
8450-LUGUK,Female,No,Yes,37,Two year,24.1,861.85,No,No internet service,0,0.019705228943526935,Low Risk
3604-WLABM,Female,No,No,10,Month-to-month,54.25,583.0,DSL,Yes,0,0.3066605051560438,Low Risk
0795-GMVQO,Male,No,Yes,67,One year,109.9,7332.4,Fiber optic,No,0,0.13137143185260639,Low Risk
2259-OUUSZ,Male,No,No,7,One year,35.5,249.55,DSL,Yes,0,0.18970498241919326,Low Risk
1142-IHLOO,Female,No,No,51,One year,87.55,4475.9,Fiber optic,No,0,0.2149429721363967,Low Risk
6410-LEFEN,Female,No,No,9,Month-to-month,45.15,416.45,DSL,No,1,0.5242771157273659,Medium Risk
4633-MKHYU,Female,No,No,9,Month-to-month,88.4,788.6,Fiber optic,No,0,0.6951338969652516,Medium Risk
6257-RJOHI,Male,No,No,4,Month-to-month,50.8,202.3,DSL,Yes,0,0.3628574489408728,Low Risk
1545-JFUML,Male,No,Yes,71,Two year,99.0,6994.6,Fiber optic,No,0,0.053426272114133075,Low Risk
3194-ORPIK,Female,No,Yes,50,Month-to-month,84.4,4116.15,Fiber optic,No,1,0.5690881006841646,Medium Risk
7826-VVKWT,Female,Yes,Yes,24,Two year,96.55,2263.45,Fiber optic,No,0,0.18886380463448169,Low Risk
1353-GHZOS,Male,No,Yes,22,One year,59.75,1374.35,DSL,No,0,0.11396733525718368,Low Risk
2587-EKXTS,Male,No,No,44,Month-to-month,111.5,4915.15,Fiber optic,No,0,0.5455987264733234,Medium Risk
